ID	1.1	1.2	1.3	2.1	2.2	3.1	3.2	3.3	3.4
P01	1	1	0	1	1	1	1	1	1
P02	1	1	0	1	1	1	1	1	0
P03	1	1	0	1	1	1	1	1	1
P04	1	1	1	1	0	1	1	1	1
P05	1	1	1	1	1	1	1	1	1
P06	1	1	1	1	1	1	1	1	1
P07	1	1	0	0	0	1	1	1	1
P08	1	1	0	1	0	1	1	1	1
P09	1	1	0	1	1	1	1	1	1
P10	1	1	1	1	1	1	1	1	1
P11	1	1	1	1	1	1	1	1	1
P12	1	1	0	1	1	1	1	1	1
P13	1	0	0	0	1	1	1	1	1
P14	1	1	0	1	0	1	1	1	1
P15	1	1	0	1	0	1	1	1	1
